-37.9942,-11.3434 
-37.9985,-11.3397 
-37.9996,-11.3407 
-37.9994,-11.3376 
-37.9974,-11.3353 
-37.9905,-11.3341 
-37.9874,-11.3314 
-37.9974,-11.3242 
-37.9987,-11.3215 
-37.9904,-11.3209 
-37.9917,-11.3128 
-37.9953,-11.3121 
-38.0013,-11.3033 
-38.0033,-11.2928 
-38.0107,-11.2952 
-38.0147,-11.2855 
-38.012,-11.2844 
-38.006,-11.2864 
-38.0023,-11.2854 
-37.9922,-11.2788 
-37.9914,-11.276 
-37.9941,-11.2749 
-37.9936,-11.2725 
-37.9925,-11.2734 
-37.9908,-11.272 
-37.9867,-11.2721 
-37.9863,-11.2672 
-37.9909,-11.2664 
-37.9959,-11.2595 
-37.9935,-11.2556 
-37.9864,-11.2533 
-37.9836,-11.2483 
-37.9876,-11.2455 
-37.9882,-11.2481 
-37.9903,-11.2486
-37.9904,-11.2432 
-37.9919,-11.2431 
-37.9937,-11.2396 
-37.9929,-11.2378 
-37.9884,-11.2386 
-37.9858,-11.2373 
-37.9863,-11.2337 
-37.9906,-11.228 
-37.9822,-11.2221 
-37.9775,-11.2216 
-37.9764,-11.2155 
-37.9818,-11.21 
-37.9784,-11.2048 
-37.9814,-11.1985
-37.9746,-11.1968 
-37.9737,-11.1937 
-37.9823,-11.1911
-37.9847,-11.1926 
-37.9839,-11.1957 
-37.9872,-11.196 
-37.989,-11.1936 
-37.9971,-11.1909 
-37.9985,-11.1942 
-38.0029,-11.1938 
-38.0063,-11.1904 
-38.0105,-11.1889 
-38.0175,-11.1817 
-38.0224,-11.1802 
-38.0234,-11.1778 
-38.0327,-11.1779 
-38.0364,-11.1799 
-38.0409,-11.1786 
-38.0469,-11.1816 
-38.0486,-11.176 
-38.0572,-11.1721 
-38.056,-11.1701 
-38.057,-11.1682 
-38.0597,-11.1676 
-38.0619,-11.1635 
-38.0607,-11.1628 
-38.0613,-11.1611 
-38.0652,-11.1597 
-38.0677,-11.1558 
-38.0668,-11.1537 
-38.0683,-11.153 
-38.068,-11.1513 
-38.066,-11.1489 
-38.0699,-11.1466 
-38.0712,-11.1435 
-38.0706,-11.1379 
-38.0664,-11.1349 
-38.0643,-11.131 
-38.0666,-11.1295 
-38.0656,-11.123 
-38.0688,-11.1188 
-38.0746,-11.1205 
-38.0799,-11.1182 
-38.0838,-11.1186 
-38.0851,-11.1162 
-38.0884,-11.1163 
-38.089,-11.1126 
-38.0876,-11.1093 
-38.091,-11.1043 
-38.0933,-11.104 
-38.0928,-11.0988 
-38.0882,-11.0993 
-38.0878,-11.098 
-38.0865,-11.0992 
-38.0805,-11.0822 
-38.0751,-11.0771 
-38.0795,-11.0727 
-38.0791,-11.0689 
-38.081,-11.064 
-38.085,-11.0661 
-38.0862,-11.0592 
-38.0916,-11.0576 
-38.0901,-11.0539 
-38.0908,-11.0506 
-38.0943,-11.0502 
-38.098,-11.0458 
-38.1024,-11.044 
-38.1019,-11.0411 
-38.0981,-11.0387 
-38.1026,-11.0364 
-38.1032,-11.0348 
-38.1009,-11.0324 
-38.1023,-11.0287 
-38.106,-11.0259 
-38.1007,-11.0206 
-38.1028,-11.0186 
-38.102,-11.0159 
-38.1076,-11.0126 
-38.108,-11.0107 
-38.114,-11.0107 
-38.1205,-11.0071 
-38.125,-11.0105 
-38.1245,-11.0163 
-38.1282,-11.0195 
-38.1299,-11.0189 
-38.1319,-11.0153 
-38.1349,-11.0152 
-38.1385,-11.0116 
-38.1403,-11.0065 
-38.1425,-11.0059 
-38.1442,-11.0017 
-38.1494,-11.002 
-38.1518,-10.9971 
-38.1594,-10.9926 
-38.1699,-10.9891 
-38.1736,-10.986 
-38.1783,-10.9761 
-38.1803,-10.9748 
-38.1802,-10.9681
-38.1865,-10.9642 
-38.1862,-10.9609 
-38.1795,-10.9489 
-38.1806,-10.9428 
-38.1747,-10.9404 
-38.1687,-10.9416 
-38.167,-10.9398 
-38.1696,-10.9375 
-38.1687,-10.9337 
-38.1704,-10.9268 
-38.168,-10.9217 
-38.1629,-10.9199 
-38.1627,-10.9083 
-38.1604,-10.9025 
-38.155,-10.8996 
-38.1501,-10.9008 
-38.1387,-10.9002 
-38.1366,-10.8943 
-38.1307,-10.8934 
-38.1251,-10.8846 
-38.1232,-10.8756 
-38.1195,-10.8678 
-38.1222,-10.8612 
-38.1241,-10.8602 
-38.1241,-10.8572 
-38.1271,-10.8566 
-38.1266,-10.8512 
-38.1232,-10.8482 
-38.1234,-10.8468 
-38.1174,-10.8428 
-38.118,-10.8368 
-38.1162,-10.8371 
-38.1142,-10.8339 
-38.1081,-10.8363 
-38.1024,-10.8299 
-38.0979,-10.8304 
-38.0961,-10.8274 
-38.0917,-10.8286 
-38.091,-10.8258
-38.0859,-10.8245 
-38.0864,-10.8219 
-38.0827,-10.8224 
-38.082,-10.8207 
-38.0788,-10.822 
-38.0743,-10.8182 
-38.0672,-10.8177 
-38.0667,-10.8197 
-38.0614,-10.8182 
-38.0605,-10.8199 
-38.0567,-10.8173 
-38.0497,-10.8188 
-38.0323,-10.816 
-38.0299,-10.817 
-38.0279,-10.8149 
-38.025,-10.8162 
-38.0204,-10.8152 
-38.0166,-10.818 
-37.9835,-10.821 
-37.9702,-10.8248 
-37.9729,-10.8804 
-37.9593,-10.9236 
-37.956,-10.9279 
-37.9554,-10.935 
-37.9519,-10.9403 
-37.9433,-10.9463 
-37.9413,-10.9558 
-37.9382,-10.9576
-37.9373,-10.9643 
-37.9334,-10.9691 
-37.9332,-10.9719 
-37.9418,-10.9851 
-37.9453,-10.9803 
-37.9486,-10.9852 
-37.9453,-10.9935 
-37.9461,-10.9961 
-37.9395,-11.0013 
-37.9387,-11.0036 
-37.9324,-11.0047 
-37.9317,-11.0084 
-37.9259,-11.0146 
-37.9191,-11.0174 
-37.9161,-11.0231 
-37.9058,-11.0307 
-37.9043,-11.0351 
-37.8961,-11.041 
-37.8942,-11.0467 
-37.8435,-11.109 
-37.7934,-11.133 
-37.8465,-11.1608 
-37.8764,-11.1866 
-37.874,-11.1954 
-37.8694,-11.199 
-37.8699,-11.2072 
-37.8658,-11.2097 
-37.8681,-11.2141 
-37.8675,-11.2213 
-37.8724,-11.2174 
-37.879,-11.2167 
-37.8862,-11.2127 
-37.9048,-11.222 
-37.9166,-11.2369 
-37.9221,-11.2415 
-37.9239,-11.2491 
-37.9362,-11.2698 
-37.9372,-11.2694 
-37.9354,-11.2764 
-37.9382,-11.2853 
-37.9512,-11.295 
-37.9504,-11.3065 
-37.9538,-11.3084 
-37.9566,-11.3066 
-37.965,-11.3099 
-37.9679,-11.3097 
-37.9668,-11.3231 
-37.9761,-11.338 
-37.9773,-11.3422 
-37.9809,-11.3445 
-37.981,-11.3474 
-37.9822,-11.348 
-37.9878,-11.3409 
-37.991,-11.3411 
-37.9921,-11.3436 
-37.9942,-11.3434
